month,local_hour,valid_qh,DA_avg_abs_mw,IDA_avg_abs_mw,aFRR_up_avg_mw,aFRR_down_avg_mw
2025-02,6,108,62.96296296296296,61.666666666666664,95.0,96.29629629629629
2025-02,7,108,67.11111111111111,67.60435248039519,94.88888888888889,94.44444444444444
2025-02,8,108,62.96296296296296,67.74602306191944,83.37037037037037,94.72222222222223
2025-02,9,108,72.11111111111111,70.4074074074074,94.51851851851852,96.29629629629629
2025-02,10,108,63.278287283002186,66.64514085265382,96.29629629629629,92.22222222222223
2025-02,11,108,63.242761400900875,62.96296296296296,96.29629629629629,96.0
2025-02,12,108,74.07407407407408,74.78468692639298,95.48148148148148,81.07407407407408
2025-02,13,108,70.37037037037037,76.52316393135546,96.29629629629629,76.51851851851852
2025-02,14,108,77.77777777777777,82.10129135916178,96.29629629629629,69.85185185185185
2025-02,15,108,77.77777777777777,72.57575551594543,96.29629629629629,82.37037037037037
2025-02,16,108,81.48148148148148,82.98513889133102,96.29629629629629,91.4074074074074
2025-02,17,108,88.88888888888889,88.14814814814815,96.29629629629629,95.55555555555556
2025-02,18,108,77.77777777777777,82.5777777777778,91.25925925925925,96.29629629629629
2025-02,19,108,67.66761585225989,71.64726630558572,58.94444444444444,96.29629629629629
2025-02,20,108,81.48148148148148,69.56575382327745,72.96296296296295,95.37037037037037
2025-02,21,108,77.77777777777777,71.5593220557687,89.37037037037037,95.37037037037037
2025-02,22,108,62.96296296296296,66.66666666666667,90.74074074074075,96.29629629629629
2025-02,23,108,81.48148148148148,82.78832712760878,95.77777777777777,96.29629629629629
2025-03,0,120,60.55857007257232,65.16612568398276,91.41666666666667,97.875
